dataset,official_partition,official_index,class_id,class_name,selection_seed
STL-10,train,1018,1,bird,6304
STL-10,train,1019,5,dog,6304
STL-10,train,1021,4,deer,6304
STL-10,train,1023,6,horse,6304
STL-10,train,1024,5,dog,6304
STL-10,train,1026,1,bird,6304
STL-10,train,1029,9,truck,6304
STL-10,train,1030,0,airplane,6304
STL-10,train,1031,1,bird,6304
STL-10,train,1032,7,monkey,6304
STL-10,train,1033,1,bird,6304
STL-10,train,1034,3,cat,6304
STL-10,train,1035,9,truck,6304
STL-10,train,1037,0,airplane,6304
STL-10,train,1039,0,airplane,6304
STL-10,train,1041,9,truck,6304
STL-10,train,1042,4,deer,6304
STL-10,train,1043,3,cat,6304
STL-10,train,1045,8,ship,6304
STL-10,train,1049,9,truck,6304
STL-10,train,1050,3,cat,6304
STL-10,train,1051,6,horse,6304
STL-10,train,1053,2,car,6304
STL-10,train,1054,1,bird,6304
STL-10,train,1055,0,airplane,6304
STL-10,train,1056,0,airplane,6304
STL-10,train,1057,3,cat,6304
STL-10,train,1058,6,horse,6304
STL-10,train,1059,3,cat,6304
STL-10,train,1060,4,deer,6304
STL-10,train,1061,1,bird,6304
STL-10,train,1064,9,truck,6304
STL-10,train,1065,8,ship,6304
STL-10,train,1066,2,car,6304
STL-10,train,1067,9,truck,6304
STL-10,train,1068,2,car,6304
STL-10,train,1069,9,truck,6304
STL-10,train,1070,9,truck,6304
STL-10,train,1072,9,truck,6304
STL-10,train,1073,1,bird,6304
STL-10,train,1074,2,car,6304
STL-10,train,1075,7,monkey,6304
STL-10,train,1077,3,cat,6304
STL-10,train,1079,2,car,6304
STL-10,train,1080,9,truck,6304
STL-10,train,1081,2,car,6304
STL-10,train,1083,9,truck,6304
STL-10,train,1084,3,cat,6304
STL-10,train,1085,7,monkey,6304
STL-10,train,1086,4,deer,6304
STL-10,train,1087,1,bird,6304
STL-10,train,1088,1,bird,6304
STL-10,train,1089,0,airplane,6304
STL-10,train,1090,0,airplane,6304
STL-10,train,1091,7,monkey,6304
STL-10,train,1092,5,dog,6304
STL-10,train,1094,5,dog,6304
STL-10,train,1095,3,cat,6304
STL-10,train,1098,6,horse,6304
STL-10,train,1100,3,cat,6304
STL-10,train,1101,3,cat,6304
STL-10,train,1103,5,dog,6304
STL-10,train,1105,3,cat,6304
STL-10,train,1107,5,dog,6304
STL-10,train,1108,2,car,6304
STL-10,train,1111,7,monkey,6304
STL-10,train,1113,2,car,6304
STL-10,train,1114,6,horse,6304
STL-10,train,1115,4,deer,6304
STL-10,train,1116,8,ship,6304
STL-10,train,1117,0,airplane,6304
STL-10,train,1119,3,cat,6304
STL-10,train,1121,7,monkey,6304
STL-10,train,1122,4,deer,6304
STL-10,train,1123,6,horse,6304
STL-10,train,1124,0,airplane,6304
STL-10,train,1125,3,cat,6304
STL-10,train,1126,8,ship,6304
STL-10,train,1127,8,ship,6304
STL-10,train,1128,6,horse,6304
STL-10,train,1129,6,horse,6304
STL-10,train,1130,2,car,6304
STL-10,train,1131,0,airplane,6304
STL-10,train,1132,9,truck,6304
STL-10,train,1134,1,bird,6304
STL-10,train,1135,6,horse,6304
STL-10,train,1136,0,airplane,6304
STL-10,train,1137,3,cat,6304
STL-10,train,1139,9,truck,6304
STL-10,train,1140,5,dog,6304
STL-10,train,1141,7,monkey,6304
STL-10,train,1142,6,horse,6304
STL-10,train,1143,2,car,6304
STL-10,train,1144,6,horse,6304
STL-10,train,1146,3,cat,6304
STL-10,train,1147,2,car,6304
STL-10,train,1150,9,truck,6304
STL-10,train,1152,0,airplane,6304
STL-10,train,1153,0,airplane,6304
STL-10,train,1154,3,cat,6304
STL-10,train,1155,5,dog,6304
STL-10,train,1157,8,ship,6304
STL-10,train,1158,2,car,6304
STL-10,train,1159,9,truck,6304
STL-10,train,1160,3,cat,6304
STL-10,train,1161,8,ship,6304
STL-10,train,1163,3,cat,6304
STL-10,train,1166,1,bird,6304
STL-10,train,1167,8,ship,6304
STL-10,train,1168,2,car,6304
STL-10,train,1171,7,monkey,6304
STL-10,train,1172,8,ship,6304
STL-10,train,1173,3,cat,6304
STL-10,train,1174,9,truck,6304
STL-10,train,1175,1,bird,6304
STL-10,train,1176,4,deer,6304
STL-10,train,1177,6,horse,6304
STL-10,train,1179,1,bird,6304
STL-10,train,1180,9,truck,6304
STL-10,train,1181,6,horse,6304
STL-10,train,1183,7,monkey,6304
STL-10,train,1185,9,truck,6304
STL-10,train,1186,8,ship,6304
STL-10,train,1187,6,horse,6304
STL-10,train,1188,1,bird,6304
STL-10,train,1189,8,ship,6304
STL-10,train,1191,8,ship,6304
STL-10,train,1192,4,deer,6304
STL-10,train,1193,3,cat,6304
STL-10,train,1194,1,bird,6304
STL-10,train,1195,9,truck,6304
STL-10,train,1196,8,ship,6304
STL-10,train,1197,1,bird,6304
STL-10,train,1199,3,cat,6304
STL-10,train,1200,3,cat,6304
STL-10,train,1201,3,cat,6304
STL-10,train,1203,7,monkey,6304
STL-10,train,1204,6,horse,6304
STL-10,train,1205,5,dog,6304
STL-10,train,1206,8,ship,6304
STL-10,train,1207,4,deer,6304
STL-10,train,1208,9,truck,6304
STL-10,train,1209,6,horse,6304
STL-10,train,1210,2,car,6304
STL-10,train,1212,4,deer,6304
STL-10,train,1213,0,airplane,6304
STL-10,train,1214,8,ship,6304
STL-10,train,1215,0,airplane,6304
STL-10,train,1216,5,dog,6304
STL-10,train,1217,6,horse,6304
STL-10,train,1218,5,dog,6304
STL-10,train,1219,1,bird,6304
STL-10,train,1220,5,dog,6304
STL-10,train,1223,4,deer,6304
STL-10,train,1224,7,monkey,6304
STL-10,train,1225,9,truck,6304
STL-10,train,1226,4,deer,6304
STL-10,train,1227,1,bird,6304
STL-10,train,1229,6,horse,6304
STL-10,train,1231,2,car,6304
STL-10,train,1232,1,bird,6304
STL-10,train,1233,3,cat,6304
STL-10,train,1234,9,truck,6304
STL-10,train,1235,5,dog,6304
STL-10,train,1236,1,bird,6304
STL-10,train,1237,0,airplane,6304
STL-10,train,1238,3,cat,6304
STL-10,train,1239,7,monkey,6304
STL-10,train,1240,7,monkey,6304
STL-10,train,1241,6,horse,6304
STL-10,train,1242,1,bird,6304
STL-10,train,1243,9,truck,6304
STL-10,train,1245,3,cat,6304
STL-10,train,1246,1,bird,6304
STL-10,train,1248,6,horse,6304
STL-10,train,1249,4,deer,6304
STL-10,train,1250,5,dog,6304
STL-10,train,1251,7,monkey,6304
STL-10,train,1252,7,monkey,6304
STL-10,train,1253,8,ship,6304
STL-10,train,1255,5,dog,6304
STL-10,train,1256,9,truck,6304
STL-10,train,1258,5,dog,6304
STL-10,train,1259,7,monkey,6304
STL-10,train,1260,9,truck,6304
STL-10,train,1261,8,ship,6304
STL-10,train,1262,8,ship,6304
STL-10,train,1263,0,airplane,6304
STL-10,train,1264,2,car,6304
STL-10,train,1265,4,deer,6304
STL-10,train,1266,3,cat,6304
STL-10,train,1267,0,airplane,6304
STL-10,train,1269,3,cat,6304
STL-10,train,1270,5,dog,6304
STL-10,train,1272,5,dog,6304
STL-10,train,1273,1,bird,6304
STL-10,train,1276,6,horse,6304
STL-10,train,1277,3,cat,6304
STL-10,train,1278,0,airplane,6304
STL-10,train,1279,7,monkey,6304
STL-10,train,1281,0,airplane,6304
STL-10,train,1282,6,horse,6304
STL-10,train,1284,6,horse,6304
STL-10,train,1286,4,deer,6304
STL-10,train,1287,3,cat,6304
STL-10,train,1288,4,deer,6304
STL-10,train,1289,1,bird,6304
STL-10,train,1291,3,cat,6304
STL-10,train,1292,6,horse,6304
STL-10,train,1293,8,ship,6304
STL-10,train,1294,4,deer,6304
STL-10,train,1295,7,monkey,6304
STL-10,train,1296,4,deer,6304
STL-10,train,1297,0,airplane,6304
STL-10,train,1298,9,truck,6304
STL-10,train,1299,2,car,6304
STL-10,train,1300,1,bird,6304
STL-10,train,1301,6,horse,6304
STL-10,train,1302,4,deer,6304
STL-10,train,1303,9,truck,6304
STL-10,train,1304,2,car,6304
STL-10,train,1305,1,bird,6304
STL-10,train,1306,8,ship,6304
STL-10,train,1307,0,airplane,6304
STL-10,train,1308,1,bird,6304
STL-10,train,1309,6,horse,6304
STL-10,train,1310,4,deer,6304
STL-10,train,1311,7,monkey,6304
STL-10,train,1312,6,horse,6304
STL-10,train,1313,6,horse,6304
STL-10,train,1314,5,dog,6304
STL-10,train,1315,2,car,6304
STL-10,train,1316,1,bird,6304
STL-10,train,1317,8,ship,6304
STL-10,train,1318,9,truck,6304
STL-10,train,1319,2,car,6304
STL-10,train,1320,2,car,6304
STL-10,train,1321,8,ship,6304
STL-10,train,1322,9,truck,6304
STL-10,train,1323,5,dog,6304
STL-10,train,1324,6,horse,6304
STL-10,train,1325,9,truck,6304
STL-10,train,1326,2,car,6304
STL-10,train,1327,8,ship,6304
STL-10,train,1328,3,cat,6304
STL-10,train,1329,3,cat,6304
STL-10,train,1330,4,deer,6304
STL-10,train,1332,0,airplane,6304
STL-10,train,1333,8,ship,6304
STL-10,train,1334,6,horse,6304
STL-10,train,1335,8,ship,6304
STL-10,train,1336,8,ship,6304
STL-10,train,1337,7,monkey,6304
STL-10,train,1338,3,cat,6304
STL-10,train,1339,3,cat,6304
STL-10,train,1340,8,ship,6304
STL-10,train,1341,2,car,6304
STL-10,train,1342,4,deer,6304
STL-10,train,1343,1,bird,6304
STL-10,train,1344,8,ship,6304
STL-10,train,1345,4,deer,6304
STL-10,train,1347,6,horse,6304
STL-10,train,1348,2,car,6304
STL-10,train,1350,1,bird,6304
STL-10,train,1351,8,ship,6304
STL-10,train,1352,5,dog,6304
STL-10,train,1353,1,bird,6304
STL-10,train,1354,1,bird,6304
STL-10,train,1356,7,monkey,6304
STL-10,train,1357,3,cat,6304
STL-10,train,1358,1,bird,6304
STL-10,train,1359,1,bird,6304
STL-10,train,1360,5,dog,6304
STL-10,train,1362,6,horse,6304
STL-10,train,1364,3,cat,6304
STL-10,train,1365,7,monkey,6304
STL-10,train,1366,4,deer,6304
STL-10,train,1367,6,horse,6304
STL-10,train,1368,8,ship,6304
STL-10,train,1371,2,car,6304
STL-10,train,1372,4,deer,6304
STL-10,train,1373,9,truck,6304
STL-10,train,1374,3,cat,6304
STL-10,train,1375,5,dog,6304
STL-10,train,1378,8,ship,6304
STL-10,train,1379,9,truck,6304
STL-10,train,1381,4,deer,6304
STL-10,train,1382,0,airplane,6304
STL-10,train,1383,9,truck,6304
STL-10,train,1385,0,airplane,6304
STL-10,train,1386,5,dog,6304
STL-10,train,1388,7,monkey,6304
STL-10,train,1389,5,dog,6304
STL-10,train,1390,4,deer,6304
STL-10,train,1391,1,bird,6304
STL-10,train,1392,5,dog,6304
STL-10,train,1396,5,dog,6304
STL-10,train,1397,7,monkey,6304
STL-10,train,1398,6,horse,6304
STL-10,train,1399,2,car,6304
STL-10,train,1400,2,car,6304
STL-10,train,1401,5,dog,6304
STL-10,train,1402,6,horse,6304
STL-10,train,1403,0,airplane,6304
STL-10,train,1404,9,truck,6304
STL-10,train,1405,4,deer,6304
STL-10,train,1406,5,dog,6304
STL-10,train,1408,5,dog,6304
STL-10,train,1409,6,horse,6304
STL-10,train,1411,0,airplane,6304
STL-10,train,1413,7,monkey,6304
STL-10,train,1414,4,deer,6304
STL-10,train,1415,5,dog,6304
STL-10,train,1417,6,horse,6304
STL-10,train,1418,6,horse,6304
STL-10,train,1420,1,bird,6304
STL-10,train,1421,5,dog,6304
STL-10,train,1422,4,deer,6304
STL-10,train,1423,8,ship,6304
STL-10,train,1424,7,monkey,6304
STL-10,train,1425,6,horse,6304
STL-10,train,1426,5,dog,6304
STL-10,train,1427,1,bird,6304
STL-10,train,1428,9,truck,6304
STL-10,train,1429,7,monkey,6304
STL-10,train,1430,9,truck,6304
STL-10,train,1431,8,ship,6304
STL-10,train,1433,6,horse,6304
STL-10,train,1434,6,horse,6304
STL-10,train,1435,7,monkey,6304
STL-10,train,1437,2,car,6304
STL-10,train,1438,7,monkey,6304
STL-10,train,1439,6,horse,6304
STL-10,train,1440,7,monkey,6304
STL-10,train,1441,9,truck,6304
STL-10,train,1442,6,horse,6304
STL-10,train,1443,9,truck,6304
STL-10,train,1444,0,airplane,6304
STL-10,train,1447,5,dog,6304
STL-10,train,1448,9,truck,6304
STL-10,train,1449,0,airplane,6304
STL-10,train,1450,4,deer,6304
STL-10,train,1452,0,airplane,6304
STL-10,train,1453,8,ship,6304
STL-10,train,1454,2,car,6304
STL-10,train,1456,0,airplane,6304
STL-10,train,1457,2,car,6304
STL-10,train,1458,8,ship,6304
STL-10,train,1459,1,bird,6304
STL-10,train,1460,5,dog,6304
STL-10,train,1461,3,cat,6304
STL-10,train,1462,3,cat,6304
STL-10,train,1463,7,monkey,6304
STL-10,train,1464,3,cat,6304
STL-10,train,1465,1,bird,6304
STL-10,train,1466,8,ship,6304
STL-10,train,1468,4,deer,6304
STL-10,train,1470,4,deer,6304
STL-10,train,1471,9,truck,6304
STL-10,train,1472,5,dog,6304
STL-10,train,1473,4,deer,6304
STL-10,train,1475,0,airplane,6304
STL-10,train,1476,9,truck,6304
STL-10,train,1477,0,airplane,6304
STL-10,train,1478,4,deer,6304
STL-10,train,1479,4,deer,6304
STL-10,train,1480,9,truck,6304
STL-10,train,1481,8,ship,6304
STL-10,train,1484,0,airplane,6304
STL-10,train,1485,1,bird,6304
STL-10,train,1486,7,monkey,6304
STL-10,train,1487,4,deer,6304
STL-10,train,1489,7,monkey,6304
STL-10,train,1490,0,airplane,6304
STL-10,train,1493,7,monkey,6304
STL-10,train,1494,7,monkey,6304
STL-10,train,1495,6,horse,6304
STL-10,train,1496,8,ship,6304
STL-10,train,1497,5,dog,6304
STL-10,train,1498,6,horse,6304
STL-10,train,1499,2,car,6304
STL-10,train,1500,1,bird,6304
STL-10,train,1501,5,dog,6304
STL-10,train,1503,7,monkey,6304
STL-10,train,1504,9,truck,6304
STL-10,train,1505,7,monkey,6304
STL-10,train,1507,9,truck,6304
STL-10,train,1508,8,ship,6304
STL-10,train,1509,6,horse,6304
STL-10,train,1510,3,cat,6304
STL-10,train,1512,9,truck,6304
STL-10,train,1514,6,horse,6304
STL-10,train,1515,8,ship,6304
STL-10,train,1516,2,car,6304
STL-10,train,1517,3,cat,6304
STL-10,train,1518,6,horse,6304
STL-10,train,1519,2,car,6304
STL-10,train,1520,1,bird,6304
STL-10,train,1521,6,horse,6304
STL-10,train,1522,8,ship,6304
STL-10,train,1524,7,monkey,6304
STL-10,train,1526,7,monkey,6304
STL-10,train,1527,5,dog,6304
STL-10,train,1528,1,bird,6304
STL-10,train,1529,7,monkey,6304
STL-10,train,1530,1,bird,6304
STL-10,train,1531,9,truck,6304
STL-10,train,1532,4,deer,6304
STL-10,train,1533,7,monkey,6304
STL-10,train,1534,2,car,6304
STL-10,train,1535,5,dog,6304
STL-10,train,1536,7,monkey,6304
STL-10,train,1537,6,horse,6304
STL-10,train,1538,4,deer,6304
STL-10,train,1539,9,truck,6304
STL-10,train,1540,6,horse,6304
STL-10,train,1541,8,ship,6304
STL-10,train,1542,1,bird,6304
STL-10,train,1543,7,monkey,6304
STL-10,train,1544,7,monkey,6304
STL-10,train,1547,5,dog,6304
STL-10,train,1549,4,deer,6304
STL-10,train,1550,8,ship,6304
STL-10,train,1551,2,car,6304
STL-10,train,1552,3,cat,6304
STL-10,train,1553,0,airplane,6304
STL-10,train,1555,9,truck,6304
STL-10,train,1556,6,horse,6304
STL-10,train,1557,4,deer,6304
STL-10,train,1558,7,monkey,6304
STL-10,train,1559,9,truck,6304
STL-10,train,1560,9,truck,6304
STL-10,train,1561,1,bird,6304
STL-10,train,1562,9,truck,6304
STL-10,train,1563,6,horse,6304
STL-10,train,1564,0,airplane,6304
STL-10,train,1565,5,dog,6304
STL-10,train,1566,6,horse,6304
STL-10,train,1567,5,dog,6304
STL-10,train,1568,5,dog,6304
STL-10,train,1569,7,monkey,6304
STL-10,train,1570,4,deer,6304
STL-10,train,1572,5,dog,6304
STL-10,train,1573,3,cat,6304
STL-10,train,1574,5,dog,6304
STL-10,train,1575,4,deer,6304
STL-10,train,1576,0,airplane,6304
STL-10,train,1577,1,bird,6304
STL-10,train,1578,8,ship,6304
STL-10,train,1580,5,dog,6304
STL-10,train,1582,9,truck,6304
STL-10,train,1583,0,airplane,6304
STL-10,train,1584,8,ship,6304
STL-10,train,1587,7,monkey,6304
STL-10,train,1588,0,airplane,6304
STL-10,train,1590,2,car,6304
STL-10,train,1591,5,dog,6304
STL-10,train,1592,8,ship,6304
STL-10,train,1593,2,car,6304
STL-10,train,1595,7,monkey,6304
STL-10,train,1597,7,monkey,6304
STL-10,train,1598,5,dog,6304
STL-10,train,1599,2,car,6304
STL-10,train,1600,8,ship,6304
STL-10,train,1601,8,ship,6304
STL-10,train,1602,8,ship,6304
STL-10,train,1603,8,ship,6304
STL-10,train,1605,7,monkey,6304
STL-10,train,1606,4,deer,6304
STL-10,train,1607,2,car,6304
STL-10,train,1609,0,airplane,6304
STL-10,train,1613,0,airplane,6304
STL-10,train,1614,6,horse,6304
STL-10,train,1616,1,bird,6304
STL-10,train,1617,3,cat,6304
STL-10,train,1618,2,car,6304
STL-10,train,1619,3,cat,6304
STL-10,train,1620,0,airplane,6304
STL-10,train,1621,7,monkey,6304
STL-10,train,1622,8,ship,6304
STL-10,train,1623,0,airplane,6304
STL-10,train,1624,3,cat,6304
STL-10,train,1625,1,bird,6304
STL-10,train,1627,0,airplane,6304
STL-10,train,1629,4,deer,6304
STL-10,train,1630,5,dog,6304
STL-10,train,1631,7,monkey,6304
STL-10,train,1632,2,car,6304
STL-10,train,1634,9,truck,6304
STL-10,train,1635,5,dog,6304
STL-10,train,1636,3,cat,6304
STL-10,train,1637,3,cat,6304
STL-10,train,1638,0,airplane,6304
STL-10,train,1641,0,airplane,6304
STL-10,train,1643,7,monkey,6304
STL-10,train,1644,8,ship,6304
STL-10,train,1645,4,deer,6304
STL-10,train,1646,8,ship,6304
STL-10,train,1647,6,horse,6304
STL-10,train,1648,6,horse,6304
STL-10,train,1649,9,truck,6304
STL-10,train,1650,3,cat,6304
STL-10,train,1651,6,horse,6304
STL-10,train,1652,5,dog,6304
STL-10,train,1653,0,airplane,6304
STL-10,train,1655,5,dog,6304
STL-10,train,1657,9,truck,6304
STL-10,train,1658,8,ship,6304
STL-10,train,1659,5,dog,6304
STL-10,train,1660,3,cat,6304
STL-10,train,1663,6,horse,6304
STL-10,train,1664,3,cat,6304
STL-10,train,1666,5,dog,6304
STL-10,train,1667,5,dog,6304
STL-10,train,1668,3,cat,6304
STL-10,train,1669,3,cat,6304
STL-10,train,1671,0,airplane,6304
STL-10,train,1672,1,bird,6304
STL-10,train,1673,9,truck,6304
STL-10,train,1674,5,dog,6304
STL-10,train,1675,3,cat,6304
STL-10,train,1676,9,truck,6304
STL-10,train,1677,5,dog,6304
STL-10,train,1678,5,dog,6304
STL-10,train,1679,0,airplane,6304
STL-10,train,1680,1,bird,6304
STL-10,train,1681,9,truck,6304
STL-10,train,1682,4,deer,6304
STL-10,train,1683,2,car,6304
STL-10,train,1684,1,bird,6304
STL-10,train,1686,4,deer,6304
STL-10,train,1689,5,dog,6304
STL-10,train,1690,5,dog,6304
STL-10,train,1691,7,monkey,6304
STL-10,train,1692,6,horse,6304
STL-10,train,1693,4,deer,6304
STL-10,train,1694,8,ship,6304
STL-10,train,1695,3,cat,6304
STL-10,train,1696,4,deer,6304
STL-10,train,1697,4,deer,6304
STL-10,train,1698,4,deer,6304
STL-10,train,1699,1,bird,6304
STL-10,train,1700,4,deer,6304
STL-10,train,1701,6,horse,6304
STL-10,train,1702,5,dog,6304
STL-10,train,1703,5,dog,6304
STL-10,train,1704,9,truck,6304
STL-10,train,1705,8,ship,6304
STL-10,train,1706,2,car,6304
STL-10,train,1708,4,deer,6304
STL-10,train,1709,3,cat,6304
STL-10,train,1711,6,horse,6304
STL-10,train,1712,7,monkey,6304
STL-10,train,1713,0,airplane,6304
STL-10,train,1714,7,monkey,6304
STL-10,train,1715,5,dog,6304
STL-10,train,1716,1,bird,6304
STL-10,train,1718,1,bird,6304
STL-10,train,1721,8,ship,6304
STL-10,train,1722,2,car,6304
STL-10,train,1723,8,ship,6304
STL-10,train,1725,3,cat,6304
STL-10,train,1727,4,deer,6304
STL-10,train,1728,5,dog,6304
STL-10,train,1730,6,horse,6304
STL-10,train,1731,0,airplane,6304
STL-10,train,1733,7,monkey,6304
STL-10,train,1734,2,car,6304
STL-10,train,1735,6,horse,6304
STL-10,train,1736,0,airplane,6304
STL-10,train,1737,6,horse,6304
STL-10,train,1739,9,truck,6304
STL-10,train,1741,3,cat,6304
STL-10,train,1742,2,car,6304
STL-10,train,1743,6,horse,6304
STL-10,train,1745,1,bird,6304
STL-10,train,1746,5,dog,6304
STL-10,train,1747,4,deer,6304
STL-10,train,1748,2,car,6304
STL-10,train,1752,4,deer,6304
STL-10,train,1754,0,airplane,6304
STL-10,train,1755,4,deer,6304
STL-10,train,1756,4,deer,6304
STL-10,train,1757,3,cat,6304
STL-10,train,1758,1,bird,6304
STL-10,train,1759,2,car,6304
STL-10,train,1760,7,monkey,6304
STL-10,train,1761,5,dog,6304
STL-10,train,1762,4,deer,6304
STL-10,train,1763,7,monkey,6304
STL-10,train,1764,5,dog,6304
STL-10,train,1765,7,monkey,6304
STL-10,train,1767,0,airplane,6304
STL-10,train,1768,8,ship,6304
STL-10,train,1769,6,horse,6304
STL-10,train,1771,1,bird,6304
STL-10,train,1773,6,horse,6304
STL-10,train,1774,3,cat,6304
STL-10,train,1775,3,cat,6304
STL-10,train,1776,9,truck,6304
STL-10,train,1777,1,bird,6304
STL-10,train,1778,6,horse,6304
STL-10,train,1779,0,airplane,6304
STL-10,train,1781,5,dog,6304
STL-10,train,1782,8,ship,6304
STL-10,train,1783,7,monkey,6304
STL-10,train,1784,6,horse,6304
STL-10,train,1785,0,airplane,6304
STL-10,train,1786,2,car,6304
STL-10,train,1787,4,deer,6304
STL-10,train,1788,1,bird,6304
STL-10,train,1790,9,truck,6304
STL-10,train,1792,5,dog,6304
STL-10,train,1793,6,horse,6304
STL-10,train,1794,2,car,6304
STL-10,train,1795,8,ship,6304
STL-10,train,1796,4,deer,6304
STL-10,train,1797,7,monkey,6304
STL-10,train,1798,3,cat,6304
STL-10,train,1799,4,deer,6304
STL-10,train,1801,1,bird,6304
STL-10,train,1802,8,ship,6304
STL-10,train,1803,6,horse,6304
STL-10,train,1804,7,monkey,6304
STL-10,train,1805,0,airplane,6304
STL-10,train,1806,6,horse,6304
STL-10,train,1809,0,airplane,6304
STL-10,train,1810,6,horse,6304
STL-10,train,1811,7,monkey,6304
STL-10,train,1812,6,horse,6304
STL-10,train,1814,7,monkey,6304
STL-10,train,1816,4,deer,6304
STL-10,train,1817,3,cat,6304
STL-10,train,1818,9,truck,6304
STL-10,train,1819,1,bird,6304
STL-10,train,1820,0,airplane,6304
STL-10,train,1821,9,truck,6304
STL-10,train,1822,5,dog,6304
STL-10,train,1823,4,deer,6304
STL-10,train,1824,0,airplane,6304
STL-10,train,1826,4,deer,6304
STL-10,train,1827,2,car,6304
STL-10,train,1829,7,monkey,6304
STL-10,train,1830,1,bird,6304
STL-10,train,1831,9,truck,6304
STL-10,train,1833,2,car,6304
STL-10,train,1834,7,monkey,6304
STL-10,train,1836,1,bird,6304
STL-10,train,1837,1,bird,6304
STL-10,train,1838,7,monkey,6304
STL-10,train,1839,4,deer,6304
STL-10,train,1840,4,deer,6304
STL-10,train,1841,0,airplane,6304
STL-10,train,1842,4,deer,6304
STL-10,train,1843,2,car,6304
STL-10,train,1844,4,deer,6304
STL-10,train,1845,0,airplane,6304
STL-10,train,1846,8,ship,6304
STL-10,train,1847,9,truck,6304
STL-10,train,1848,6,horse,6304
STL-10,train,1849,2,car,6304
STL-10,train,1850,5,dog,6304
STL-10,train,1851,8,ship,6304
STL-10,train,1853,1,bird,6304
STL-10,train,1854,9,truck,6304
STL-10,train,1855,2,car,6304
STL-10,train,1857,7,monkey,6304
STL-10,train,1858,4,deer,6304
STL-10,train,1859,1,bird,6304
STL-10,train,1860,7,monkey,6304
STL-10,train,1861,5,dog,6304
STL-10,train,1863,5,dog,6304
STL-10,train,1864,3,cat,6304
STL-10,train,1865,6,horse,6304
STL-10,train,1866,5,dog,6304
STL-10,train,1868,9,truck,6304
STL-10,train,1869,0,airplane,6304
STL-10,train,1872,6,horse,6304
STL-10,train,1873,9,truck,6304
STL-10,train,1874,5,dog,6304
STL-10,train,1876,3,cat,6304
STL-10,train,1877,9,truck,6304
STL-10,train,1878,1,bird,6304
STL-10,train,1880,0,airplane,6304
STL-10,train,1882,3,cat,6304
STL-10,train,1884,0,airplane,6304
STL-10,train,1885,2,car,6304
STL-10,train,1886,1,bird,6304
STL-10,train,1887,7,monkey,6304
STL-10,train,1888,8,ship,6304
STL-10,train,1890,3,cat,6304
STL-10,train,1891,0,airplane,6304
STL-10,train,1892,7,monkey,6304
STL-10,train,1893,2,car,6304
STL-10,train,1894,0,airplane,6304
STL-10,train,1895,1,bird,6304
STL-10,train,1896,3,cat,6304
STL-10,train,1897,8,ship,6304
STL-10,train,1899,9,truck,6304
STL-10,train,1900,7,monkey,6304
STL-10,train,1901,6,horse,6304
STL-10,train,1902,6,horse,6304
STL-10,train,1903,7,monkey,6304
STL-10,train,1904,4,deer,6304
STL-10,train,1905,9,truck,6304
STL-10,train,1906,3,cat,6304
STL-10,train,1907,5,dog,6304
STL-10,train,1910,2,car,6304
STL-10,train,1911,7,monkey,6304
STL-10,train,1912,0,airplane,6304
STL-10,train,1913,9,truck,6304
STL-10,train,1914,7,monkey,6304
STL-10,train,1915,9,truck,6304
STL-10,train,1916,2,car,6304
STL-10,train,1917,3,cat,6304
STL-10,train,1918,8,ship,6304
STL-10,train,1919,3,cat,6304
STL-10,train,1920,0,airplane,6304
STL-10,train,1921,5,dog,6304
STL-10,train,1922,0,airplane,6304
STL-10,train,1923,3,cat,6304
STL-10,train,1924,3,cat,6304
STL-10,train,1925,3,cat,6304
STL-10,train,1927,3,cat,6304
STL-10,train,1929,8,ship,6304
STL-10,train,1930,4,deer,6304
STL-10,train,1931,7,monkey,6304
STL-10,train,1932,2,car,6304
STL-10,train,1933,6,horse,6304
STL-10,train,1935,6,horse,6304
STL-10,train,1936,9,truck,6304
STL-10,train,1937,1,bird,6304
STL-10,train,1939,0,airplane,6304
STL-10,train,1940,1,bird,6304
STL-10,train,1942,7,monkey,6304
STL-10,train,1943,2,car,6304
STL-10,train,1945,7,monkey,6304
STL-10,train,1946,2,car,6304
STL-10,train,1947,9,truck,6304
STL-10,train,1948,5,dog,6304
STL-10,train,1950,1,bird,6304
STL-10,train,1951,3,cat,6304
STL-10,train,1953,9,truck,6304
STL-10,train,1954,3,cat,6304
STL-10,train,1955,3,cat,6304
STL-10,train,1956,6,horse,6304
STL-10,train,1958,4,deer,6304
STL-10,train,1959,4,deer,6304
STL-10,train,1960,3,cat,6304
STL-10,train,1961,4,deer,6304
STL-10,train,1962,9,truck,6304
STL-10,train,1963,0,airplane,6304
STL-10,train,1964,6,horse,6304
STL-10,train,1967,8,ship,6304
STL-10,train,1968,7,monkey,6304
STL-10,train,1969,8,ship,6304
STL-10,train,1971,3,cat,6304
STL-10,train,1973,7,monkey,6304
STL-10,train,1974,3,cat,6304
STL-10,train,1976,3,cat,6304
STL-10,train,1977,3,cat,6304
STL-10,train,1978,0,airplane,6304
STL-10,train,1979,6,horse,6304
STL-10,train,1980,7,monkey,6304
STL-10,train,1981,8,ship,6304
STL-10,train,1982,7,monkey,6304
STL-10,train,1983,4,deer,6304
STL-10,train,1984,1,bird,6304
STL-10,train,1986,3,cat,6304
STL-10,train,1987,9,truck,6304
STL-10,train,1988,3,cat,6304
